blink_rate,blink_variance,brow_tension,lip_compression,mouth_tension,gaze_stability,gaze_variance,head_motion,facial_expression_stability,stress_mean,stress_variance,stress_slope,confidence_total,honesty_total,cunning_total,stress_total,hesitation_total,P_change,decision_change
0.4805818189437546,0.10606389691300186,0.4209454066703842,0.35583336128671905,0.31537592952132276,0.7841870790998683,0.2595180029909972,0.06908849302069302,0.8716936501698938,0.3610495905562463,0.09173239815893204,0.09364899682772457,0.06952177256298533,0.561216493376879,0.3075399897389838,0.28478194432233733,0.1480938583747293,0.5115349275532606,1
0.4863323194497979,0.1384606193264403,0.34184489071955293,0.26231616491946874,0.38107246455730137,0.7527071126171662,0.2740151731406829,0.09950773898551812,0.8693636632999209,0.32054088311588885,0.1347281670730968,0.11273377900550174,0.05055749793317779,0.538743021508943,0.26956837213968937,0.26805027745795473,0.1634811615726307,0.510142147751531,1
0.6069624129462307,0.15155509165301645,0.4058103002706599,0.29921304620067507,0.32764019451906606,0.7847835957240206,0.3131909532088067,0.13407692015183204,0.7585962068777367,0.385320511768545,0.09779380339106665,0.11298650789500052,0.028508569853667648,0.5025050846212735,0.3002558211061049,0.30735184851926345,0.18114952053292652,0.5431361896608287,0
0.41649504900293743,0.17528436370187978,0.42021141399823736,0.27715980144198565,0.3724740746097205,0.7670089003379144,0.24475440986512284,0.12634435379900605,0.7789672877409087,0.3772490036164209,0.1225805561306704,0.11778987623758679,0.04046086678524855,0.48639643107641306,0.3098980309304252,0.28729814666840414,0.1806407136663107,0.5395448337546032,1
0.37331485547012927,0.05170681921248291,0.21741513138150756,0.264097584529555,0.18944289829783156,0.9507005097903694,0.19099416611741454,0.16208573268705906,0.8847655200607627,0.09359407475881718,0.06990444063282736,0.0669290593216568,0.12480780175260206,0.6187474605681804,0.1898087968730136,0.1820726334952643,0.11853918475810378,0.42751629627719157,0
0.4525471828978198,0.1863044769722622,0.44689706545754204,0.24937843821776728,0.346801627924944,0.7293814167766408,0.32832913780407047,0.054495766118601296,0.7420557320561961,0.4231671180743328,0.11997440091399211,0.11854035306580603,0.05135127588264839,0.4746416743941419,0.3251682940874908,0.29764405904104074,0.18130120065195676,0.545250955733346,1
0.41558538004254947,0.08861517365888348,0.29086325224864407,0.26847048776742577,0.16368321516357787,1.0200600353415221,0.13019527891194813,0.03959129656088882,0.8042028012148488,0.09912928365319637,0.06863534960940328,0.01499949007074218,0.16738698487714151,0.5943876631119824,0.21966075702663207,0.18425082454694214,0.08662055883232227,0.42218959299349146,0
0.39710424992022997,0.12526142105041677,0.3402077982450921,0.33409960672729233,0.29417610387456483,0.9537197795604526,0.22495809798161462,0.08290054590160108,0.8802037990248294,0.29706537651876613,0.12567031768053244,0.10200565214222547,0.12503688178831654,0.6048923921106917,0.29408812118458905,0.2594132944656985,0.1473046143730121,0.4798649119263382,1
0.4793454125761577,0.10846893167340149,0.289074617822653,0.25890958352660204,0.3037620620553553,0.9938898070414587,0.19787832422160173,0.059304823462293044,0.9056014265273354,0.2499295853641724,0.08871142601675498,0.06354150916150585,0.1261108864003161,0.6242717512277558,0.22251680359769083,0.23538318697450167,0.1254307606030236,0.4492825575994225,0
0.4313710373885696,0.11955612519644407,0.28785822506651987,0.35802983155031776,0.22851045570687992,0.9538636138346891,0.18493158809492424,0.11129338341574707,0.8030940446051644,0.1679023622491331,0.10102688518424019,0.06724731256459365,0.12761273365895953,0.5740048636959425,0.250534370204445,0.20771631395262796,0.11762770095668432,0.4547875622584168,1
0.5777484240125106,0.1993581463550142,0.4501237452826273,0.2788937442013429,0.3267867769218522,0.8078940053361846,0.31951456858787564,0.11496335908411505,0.6782104782164451,0.4504194959774547,0.16563743563346112,0.12673017943508277,0.05768296449812475,0.4680012009298614,0.3380190496995842,0.3021388215243836,0.20837903788160284,0.5542825326721353,1
0.4430639862326665,0.13488751657590237,0.23578279193801138,0.23604452021013772,0.3998295999332692,0.9022224158025627,0.15221301607213197,0.06595138318818615,0.947513843760712,0.2455561840882705,0.09998529017933958,0.10058487705962917,0.09301672548510545,0.6028561025098217,0.2066981235598837,0.23286287760910218,0.1388515774146794,0.45964863114914134,1
0.5568460460059126,0.1469885760251384,0.48393938003592246,0.3731050060049656,0.31946784492610125,1.138442026767351,0.32479823088485027,0.00475773360202654,0.8776105821978432,0.41811216739030627,0.16736526617951253,0.13125522861705027,0.1294718071112076,0.6106455512962611,0.3573209195835356,0.32013309789775823,0.17011915942193034,0.5132236330385711,0
0.33987624833185354,0.1755317697614086,0.45232160308482466,0.30188992660017816,0.29658326478047786,0.965301827391668,0.2674362693064603,0.042238294399238444,0.8495585525695186,0.2953072104415218,0.11183160133607321,0.10434648606048483,0.16397391959438018,0.5913765422946307,0.32198976184097877,0.236499198348183,0.16787444940886798,0.47659261361802996,1
0.5432630975412692,0.1662251084797068,0.41424352634146433,0.19296355007468396,0.294760055981041,1.0086584647654908,0.25335602655226624,0.011883476352289535,0.9639410553568646,0.286696813724721,0.12107599855579713,0.040547502694646465,0.13648014997264474,0.6437805117011387,0.2799179959556151,0.2701326362339132,0.15229901094228987,0.4709788550862195,1
0.5011554153995589,0.20052181020376525,0.3917512079964914,0.28864798531245,0.3042939044579445,0.9077901153200254,0.4013791685885154,0.07956450174710568,1.0331960746205073,0.48307479225789607,0.1491993820910838,0.12880285434367708,0.09597666601427862,0.6347548384333854,0.3252942140852124,0.28421543479349876,0.21370414331374132,0.5090140314269688,1
0.44739828988800023,0.12792599843211203,0.3575234798032286,0.42872450676943846,0.3682190070499315,0.868452785759725,0.3407191048093895,0.0889022057127708,0.8107997418623276,0.33352172202315145,0.11698293024288921,0.09622184266243022,0.07488342941999353,0.5528376106414653,0.3211854259908802,0.26773551753531644,0.17916014892288679,0.5162528507398627,0
0.44932159526527987,0.13404766603459536,0.3611220553423383,0.3364657129338065,0.3764399085256323,0.8104716289159415,0.2938854201037638,0.12764990979920354,0.8617080692409185,0.35222977528864435,0.11425502627144907,0.10696861550257122,0.06176691525266293,0.5467782872216198,0.2952903159803398,0.2600884172015455,0.18238393456244142,0.5133103481470027,1
0.4954831858757186,0.1303711202419722,0.36141915333352675,0.3845034718928382,0.39087920892247013,0.9120788920316393,0.25626380161125184,0.08450885460885554,0.8203926044823447,0.3131865285874699,0.09466130755264471,0.07444462776769453,0.07751952844352297,0.55902351871681,0.3274684964148987,0.2927724383476865,0.17614955244207303,0.5221991411940224,0
0.5591968787982348,0.14477031292913872,0.3724010821032953,0.3111371242572862,0.29563477026634916,1.0784647104449554,0.2919677148670848,0.04205970853069922,0.9592861651394751,0.24855827906855454,0.1254023164923888,0.09349237987801036,0.11931573280076654,0.6391362783506154,0.3114473825888145,0.2867175149806691,0.16676659856563192,0.4905996233171734,0
0.6252998402773275,0.22526420074908368,0.5752388165414511,0.3247007593840691,0.49586353548812256,0.7647017991842612,0.39884540893751136,0.023999779004739277,1.0175198735633424,0.6133917138171259,0.15967092388202467,0.13912416265092428,0.010873012879787753,0.5740135861031643,0.40585899313239215,0.38140860743342186,0.23157164595667823,0.5884102615625442,0
